Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design ,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars",stirrup_volumetric_ratio,Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa) ,Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)",corrosion_current_density,"Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),mass_loss_tensile_bars,"Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",log_mmax_exp,source_group
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,425.47,652.99,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,3.121483478859551,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,374.86,585.08,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,25.1,5.0,100.0,4:3,6.5,1000.0,0.26,350.0,3.1018924693823817,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,355.4,558.96,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,31.4,5.0,100.0,4:3,9.0,1000.0,0.36,350.0,3.0740812399649675,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,344.65,544.54,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,37.8,5.0,100.0,4:3,10.38,1000.0,0.415,350.0,3.027715319407042,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,316.93,507.35,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,44.3,5.0,100.0,4:3,13.94,1000.0,0.558,350.0,3.0368742168851663,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,310.39,498.57,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,50.7,5.0,100.0,4:3,14.78,1000.0,0.591,350.0,3.0619880693310564,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,295.13,478.09,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,57.2,5.0,100.0,4:3,16.74,1000.0,0.67,350.0,2.995732273553991,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,271.15,445.91,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,63.7,5.0,100.0,4:3,19.82,1000.0,0.793,350.0,3.0368742168851663,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,268.5,442.36,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,71.3,5.0,100.0,4:3,20.16,1000.0,0.806,350.0,2.9559514035421466,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,46.0,46.0,43.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,245.61,411.64,0.524,2.0,P,100.0,8.0,463.9,0.67,OPC,0.53,16.0,Cube,25.9,IC,External stainless steel net,1000.0,2000.0,78.0,5.0,100.0,4:3,23.1,1000.0,0.924,350.0,2.9090844668283187,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,574.56,756.0,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,3.6506582412937387,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,513.37,685.6,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,25.1,5.0,100.0,4:3,5.82,1000.0,0.233,350.0,3.6041382256588457,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,505.59,676.65,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,31.4,5.0,100.0,4:3,6.56,1000.0,0.262,350.0,3.5553480614894135,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,489.18,657.78,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,37.8,5.0,100.0,4:3,8.12,1000.0,0.325,350.0,3.5403794457954922,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,466.47,631.65,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,44.3,5.0,100.0,4:3,10.28,1000.0,0.411,350.0,3.5564902660681907,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,435.77,596.33,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,50.7,5.0,100.0,4:3,13.2,1000.0,0.528,350.0,3.5801800371905954,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,423.99,582.79,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,57.2,5.0,100.0,4:3,14.32,1000.0,0.573,350.0,3.4989288701554906,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,392.66,546.74,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,63.7,5.0,100.0,4:3,17.3,1000.0,0.692,350.0,3.537765824444175,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,384.67,537.55,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,69.3,5.0,100.0,4:3,18.06,1000.0,0.722,350.0,3.5403794457954922,Xia et al. (2012)
R,SS_FPB_MONO,0.0,150.0,200.0,1500.0,1200.0,48.0,48.0,45.0,T_C,2.0,16.0,1.34,2.0,10.0,D,H-90,0.0,359.85,509.0,0.524,2.0,P,100.0,10.0,319.6,1.047,OPC,0.36,16.0,Cube,35.6,IC,External stainless steel net,1000.0,2000.0,75.8,5.0,100.0,4:3,20.42,1000.0,0.817,350.0,3.4697901731277674,Xia et al. (2012)
R,SS_TPB_MONO_SUST,80.0,150.0,280.0,3000.0,2860.0,56.0,56.0,52.0,T_C,2.0,16.0,0.957,2.0,8.0,D,S,0.0,564.65,622.3,0.239,2.0,D,220.0,8.0,550.0,0.305,OPC-HP,0.5,15.0,Cylinder,65.3,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,1430.0,3.9793077522337423,Dang and François (2013)
R,SS_TPB_MONO_SUST,80.0,150.0,280.0,3000.0,2860.0,56.0,56.0,52.0,T_C,2.0,16.0,0.957,2.0,8.0,D,S,0.0,619.81,703.44,0.239,2.0,D,220.0,8.0,353.8,0.305,OPC-HP,0.5,15.0,Cylinder,63.3,EI,missing,3000.0,1.8,9863.0,3.5,280.0,7:7,39.94,150.0,1.598,1430.0,3.629660094453965,Dang and François (2013)
R,SS_TPB_MONO_SUST,60.0,100.0,150.0,1300.0,1000.0,30.0,30.0,29.0,T_C,2.0,8.0,0.67,2.0,6.0,D,S,0.0,478.0,557.0,0.377,2.0,P,100.0,6.0,286.0,0.565,OPC,0.65,10.0,Cube,39.2,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,500.0,1.8562979903656263,Du et al. (2013)
R,SS_TPB_MONO_SUST,60.0,100.0,150.0,1300.0,1000.0,30.0,30.0,29.0,T_C,2.0,8.0,0.67,2.0,6.0,D,S,0.0,355.54,517.6,0.377,2.0,P,100.0,6.0,286.0,0.565,OPC,0.65,10.0,Cube,39.2,IC,External stainless steel plate,150.0,500.0,50.0,3.5,50.0,0.92:0.08,14.0,1300.0,0.28,500.0,1.3480731482996928,Du et al. (2013)
R,SS_TPB_MONO_SUST,60.0,100.0,150.0,1300.0,1000.0,30.0,30.0,29.0,T_C,2.0,8.0,0.67,2.0,6.0,D,S,0.0,311.8,505.4,0.377,2.0,P,100.0,6.0,286.0,0.565,OPC,0.65,10.0,Cube,39.2,IC,External stainless steel plate,500.0,500.0,55.0,3.5,50.0,0.92:0.08,19.0,1300.0,0.38,500.0,1.3217558399823195,Du et al. (2013)
R,SS_TPB_MONO_SUST,60.0,100.0,150.0,1300.0,1000.0,30.0,30.0,29.0,T_C,2.0,8.0,0.67,2.0,6.0,D,S,0.0,338.04,513.0,0.377,2.0,P,100.0,6.0,286.0,0.565,OPC,0.65,10.0,Cube,39.2,IC,External stainless steel plate,300.0,500.0,50.0,3.5,50.0,0.92:0.08,16.0,1300.0,0.32,500.0,1.3217558399823195,Du et al. (2013)
R,SS_TPB_MONO_SUST,60.0,100.0,150.0,1300.0,1000.0,30.0,30.0,29.0,T_C,2.0,8.0,0.67,2.0,6.0,D,S,0.0,241.82,482.3,0.377,2.0,P,100.0,6.0,286.0,0.565,OPC,0.65,10.0,Cube,39.2,IC,External stainless steel plate,650.0,500.0,60.0,3.5,50.0,0.92:0.08,27.0,1300.0,0.54,500.0,1.6054298910365616,Du et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,41.0,44.0,41.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,360.0,560.0,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.548599834499697,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,35.0,35.0,31.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,373.7,578.3,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.670489652108734,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,41.0,41.0,36.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,380.15,569.56,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.637153231841142,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,373.7,578.3,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.491441420659749,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,39.0,39.0,36.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,360.0,560.0,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.3208159036289855,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,45.0,45.0,41.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,373.7,578.3,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.529907701487544,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,36.0,36.0,31.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,380.15,569.56,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.409763389645481,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,373.7,578.3,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.653960350157523,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,34.0,34.0,31.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,343.99,538.23,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,2.0,5.0,300.0,missing,2.43,500.0,0.109,700.0,4.248495242049359,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,340.19,532.96,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.9,500.0,0.245,700.0,4.297285406218791,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,46.0,46.0,41.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,380.15,569.56,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.366278277705742,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,35.0,35.0,31.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,344.91,539.35,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.21,500.0,0.211,700.0,4.388257184424518,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,34.0,34.0,31.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,332.66,522.82,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.15,500.0,0.187,700.0,4.114963849424837,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,373.7,578.3,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.45143608604605,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,46.0,46.0,41.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,350.31,530.47,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.29,500.0,0.236,700.0,4.388257184424518,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,45.0,45.0,41.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,340.81,533.79,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.81,500.0,0.241,700.0,4.388257184424518,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,44.0,44.0,41.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,319.68,505.16,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,6.0,5.0,300.0,missing,6.12,500.0,0.275,700.0,3.9740583963475986,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,35.0,35.0,31.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,305.65,486.23,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,8.0,5.0,300.0,missing,9.95,500.0,0.498,700.0,4.212868064406208,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,41.0,41.0,36.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,311.0,478.98,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,10.0,5.0,300.0,missing,9.94,500.0,0.547,700.0,4.311470041210748,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,342.58,536.2,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.55,500.0,0.228,700.0,4.430816798843313,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,39.0,39.0,36.0,T_C,3.0,18.0,1.037,2.0,12.0,D,H-90,0.0,249.91,410.28,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,14.0,5.0,300.0,missing,16.71,500.0,0.752,700.0,3.980615796893758,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,45.0,45.0,41.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,299.91,478.46,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,8.0,5.0,300.0,missing,10.79,500.0,0.54,700.0,4.311470041210748,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,36.0,36.0,31.0,T_C,3.0,22.0,1.456,2.0,12.0,D,H-90,0.0,306.2,472.69,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,10.0,5.0,300.0,missing,10.63,500.0,0.585,700.0,4.357349646961441,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,D,H-90,0.0,285.96,459.59,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,10.0,5.0,300.0,missing,12.83,500.0,0.642,700.0,4.212868064406208,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,44.0,44.0,41.0,T_C,3.0,18.0,1.037,2.0,12.0,P,H-90,0.0,250.0,390.0,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,35.0,35.0,31.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,258.25,393.39,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,41.0,41.0,36.0,T_C,3.0,22.0,1.456,2.0,12.0,P,H-90,0.0,274.38,426.17,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,258.25,393.39,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,39.0,39.0,36.0,T_C,3.0,18.0,1.037,2.0,12.0,P,H-90,0.0,250.0,390.0,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,45.0,45.0,41.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,253.0,386.4,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,2.0,5.0,300.0,missing,1.11,500.0,0.056,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,36.0,36.0,31.0,T_C,3.0,22.0,1.456,2.0,12.0,P,H-90,0.0,257.11,402.71,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,3.44,500.0,0.189,700.0,4.366278277705742,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,258.25,393.39,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,700.0,4.1034694699991014,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,34.0,34.0,31.0,T_C,3.0,18.0,1.037,2.0,12.0,P,H-90,0.0,234.81,369.28,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,3.32,500.0,0.149,700.0,3.9930498440705193,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,40.0,40.0,36.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,240.1,369.22,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,3.84,500.0,0.192,700.0,3.9930498440705193,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,46.0,46.0,41.0,T_C,3.0,22.0,1.456,2.0,12.0,P,H-90,0.0,252.24,396.1,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.41,500.0,0.243,700.0,3.9930498440705193,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,35.0,35.0,31.0,T_C,3.0,20.0,1.236,2.0,12.0,P,H-90,0.0,246.34,377.53,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,2.0,5.0,300.0,missing,2.52,500.0,0.126,700.0,3.9930498440705193,Ma et al. (2013)
R,SS_FPB_MONO,0.0,200.0,300.0,2400.0,2100.0,34.0,34.0,31.0,T_C,3.0,18.0,1.037,2.0,12.0,P,H-90,0.0,230.37,363.23,0.377,2.0,P,100.0,8.0,250.0,0.503,OPC,0.52,25.0,Cylinder,30.0,IC,External stainless steel plate,2400.0,1800.0,4.0,5.0,300.0,missing,4.29,500.0,0.193,700.0,3.9930498440705193,Ma et al. (2013)
