Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design ,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars",stirrup_volumetric_ratio,Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa) ,Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)",corrosion_current_density,"Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),mass_loss_tensile_bars,"Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",log_mmax_exp,source_group
R,SS_FPB_MONO,0.0,200.0,315.0,1100.0,900.0,48.0,48.0,29.0,T_C,2.0,16.0,0.638,2.0,8.0,D,H-180,0.0,399.29,500.08,0.16,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1860.0,15.0,5.0,120.0,missing,17.85,189.7,0.714,350.0,3.58407433974781,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,315.0,1100.0,900.0,48.0,48.0,29.0,T_C,2.0,16.0,0.638,2.0,8.0,D,H-180,0.0,527.67,632.58,0.16,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1860.0,5.0,5.0,120.0,missing,6.02,183.93,0.241,350.0,3.9577608971019997,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,315.0,1100.0,900.0,48.0,48.0,29.0,T_C,2.0,16.0,0.638,2.0,8.0,D,H-180,0.0,529.62,634.59,0.16,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1860.0,4.0,5.0,120.0,missing,5.84,185.41,0.234,350.0,4.013676659154646,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,315.0,1100.0,900.0,48.0,48.0,29.0,T_C,2.0,16.0,0.638,2.0,8.0,D,H-180,0.0,307.7,405.55,0.16,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1860.0,20.0,5.0,120.0,missing,26.29,188.45,1.052,350.0,3.5776685247779345,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,315.0,1100.0,900.0,48.0,48.0,29.0,T_C,2.0,16.0,0.638,2.0,8.0,D,H-180,0.0,542.76,648.14,0.16,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1860.0,3.0,5.0,120.0,missing,4.63,184.36,0.185,350.0,4.051958845725663,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,575.0,690.0,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,3.6328380632303117,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,575.0,690.0,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,3.7848712197676626,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,519.44,631.71,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,6.0,5.0,120.0,missing,5.28,158.02,0.238,350.0,3.5201649007261984,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,476.09,586.22,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,10.0,5.0,120.0,missing,9.4,158.15,0.423,350.0,3.1059310658520665,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,456.41,565.58,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,12.0,5.0,120.0,missing,11.27,158.5,0.507,350.0,3.1144038032714896,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,445.99,554.65,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,13.0,5.0,120.0,missing,12.26,188.65,0.552,350.0,3.1315734964654043,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,363.6,468.21,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,20.0,5.0,120.0,missing,20.09,189.62,0.904,350.0,2.9381031607173544,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,215.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,1.184,2.0,8.0,D,H-180,0.0,353.4,457.5,0.234,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1740.0,20.0,5.0,120.0,missing,21.06,190.25,0.948,350.0,2.7800607370784824,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,575.0,690.0,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,4.06009812349351,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,575.0,690.0,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,C,Control,0.0,0.0,0.0,0.0,0.0,missing,0.0,0.0,0.0,350.0,3.786913194385302,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,479.25,589.54,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1750.0,10.0,5.0,120.0,missing,9.1,189.54,0.41,350.0,3.4423393249933305,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,474.72,584.79,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1750.0,10.0,5.0,120.0,missing,9.53,188.97,0.429,350.0,3.6410013738694724,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,474.72,584.79,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1750.0,15.0,5.0,120.0,missing,9.53,184.29,0.429,350.0,3.3975239762958465,Azad et al. (2010)
R,SS_FPB_MONO,0.0,200.0,265.0,1100.0,900.0,49.0,49.0,29.0,T_C,2.0,18.0,0.96,2.0,8.0,D,H-180,0.0,514.39,626.41,0.19,2.0,P,80.0,8.0,250.0,0.628,OPC,0.45,13.0,Cylinder,28.0,IC,External stainless steel plate,1100.0,1750.0,10.0,5.0,120.0,missing,5.76,184.77,0.259,350.0,3.7140597526442347,Azad et al. (2010)
