module,descriptor,model,metric_type,group,group_n,feature_mean_smd,feature_max_smd,n_features_used,target_shift_smd,target_variance_ratio,class_majority_share,class_entropy,random_group_loss,grouped_group_loss,paired_loss_gap
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lefas et al. (1990a),13,0.765340,3.350426,8,0.634211,,1.000000,-0.000000,0.000000,0.153846,0.153846
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lefas et al. (1990b),4,0.617918,1.303975,8,0.619537,,1.000000,-0.000000,0.000000,0.250000,0.250000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Pilakoutas et al. (1995),6,0.535273,0.872331,8,0.205426,,0.500000,1.459148,0.500000,0.500000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Salonikios et al. (1999),6,0.425456,1.135556,8,0.563307,,0.500000,1.000000,0.333333,0.333333,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Park et al. (2015),8,0.664097,1.830237,8,0.576299,,0.875000,0.543564,0.125000,0.250000,0.125000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Teng and Chandra (2016),7,0.615035,1.665716,8,0.556625,,0.857143,0.591673,0.285714,1.000000,0.714286
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Oesterle et al. (1976),8,0.654285,1.450779,8,0.376623,,0.625000,0.954434,0.250000,0.500000,0.250000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Oesterle et al. (1979),6,0.591051,1.511653,8,0.598191,,0.833333,0.650022,0.333333,0.000000,-0.333333
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Cheng et al. (2016),5,0.555785,1.216611,8,0.953608,,1.000000,-0.000000,0.600000,0.400000,-0.200000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Alarcon et al. (2014),3,0.902288,1.761973,8,0.617949,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tran (2012),5,0.434222,0.779262,8,0.359278,,0.400000,1.521928,0.400000,0.800000,0.400000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hube et al. (2017),9,0.566788,0.966897,8,0.418403,,0.666667,1.224394,0.666667,1.000000,0.333333
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Liu et al. (2009),4,0.720215,2.283492,8,0.372751,,0.500000,1.000000,0.500000,0.500000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Ghorbani-Renani et al. (2009),2,0.559637,0.974462,8,0.557545,,0.500000,1.000000,0.500000,0.500000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hirosawa (1975),88,0.606754,1.096000,8,0.566393,,0.750000,1.004585,0.102273,0.875000,0.772727
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Dazio et al. (2009),6,0.509519,1.267239,8,0.622739,,1.000000,-0.000000,0.000000,0.166667,0.166667
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Villalobos (2014),6,0.572335,1.122403,8,0.428941,,0.666667,0.918296,0.333333,0.666667,0.333333
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Zhang and Wang (2000),4,1.089326,3.210163,8,0.619537,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hube et al. (2014),6,0.790454,1.443282,8,0.453488,,0.833333,0.650022,0.166667,0.333333,0.166667
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hidalgo et al. (2002),26,0.736407,1.211117,8,0.562146,,0.769231,0.779350,0.000000,0.846154,0.846154
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Han et al. (2002),2,0.740405,1.569794,8,0.616368,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Barda et al. (1977),8,0.683961,1.506147,8,0.576299,,0.875000,0.543564,0.250000,0.625000,0.375000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,SLDRCE (2008),22,0.666350,2.642143,8,0.491301,,0.818182,0.865857,0.136364,0.181818,0.045455
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Greifenhagen and Lestuzzi (2005),4,0.604292,1.036855,8,0.372751,,0.750000,0.811278,0.750000,0.750000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tasnimi (2000),4,0.644917,1.151854,8,0.619537,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Aoyama et al. (1984),1,0.746258,2.484946,8,0.691327,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Chiou et al. (2004),4,0.595029,1.052958,8,0.763496,,1.000000,-0.000000,0.000000,0.500000,0.500000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Cho et al.(2004),1,0.911424,3.327252,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Deng et al.(2008),4,0.715195,1.009850,8,0.619537,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Elnashai and Pinho (1998),1,0.680702,1.329511,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hsiao et al.(2008),2,1.127454,2.639854,8,0.759591,,1.000000,-0.000000,0.000000,1.000000,1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Hwang et al. (2004),2,0.823935,1.336624,8,0.700767,,0.500000,1.000000,0.000000,0.500000,0.500000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Kabeyasawa and Matsumoto (1992),6,0.835516,2.962367,8,0.767442,,1.000000,-0.000000,0.166667,0.166667,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Kimura and Sugano (1996),5,0.803728,1.553713,8,0.765464,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lombard et al.(2000),1,0.406471,0.814337,8,0.614796,,1.000000,-0.000000,1.000000,0.000000,-1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lopes et al. (2001),1,0.542412,0.771310,8,0.757653,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Massone et al. (2009),3,0.589587,0.775265,8,0.389744,,0.333333,1.584963,0.666667,0.666667,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Nakamura et al. (2009),2,0.482755,1.281899,8,0.946292,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Oh et al. (2006),3,0.413127,0.873376,8,0.617949,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Oh et al. (2002),1,0.577350,0.844147,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Palermo and Vecchio (2002),2,1.432532,2.749122,8,0.946292,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Paulay et al. (1982),1,0.885646,2.425796,8,0.943878,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Sittipunt and Wood (2004),2,0.406208,1.424620,8,0.693095,,1.000000,-0.000000,0.000000,1.000000,1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Taylor et al. (1996),1,0.658584,2.443633,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tokunaga and Nakachi (2012),3,1.260636,2.801814,8,0.761538,,1.000000,-0.000000,0.000000,1.000000,1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tomazevic et al. (1996),10,0.491239,0.789435,8,0.775457,,1.000000,-0.000000,0.000000,0.600000,0.600000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Wallace et al. (2008),1,0.683214,1.329695,8,0.757653,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Su and Wong (2007),3,1.615949,3.840054,8,0.617949,,1.000000,-0.000000,0.000000,1.000000,1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Dabbagh (2005),6,0.466425,1.439345,8,0.640827,,0.833333,0.650022,0.166667,0.166667,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Gebreyohaness et al (2014),8,0.669630,0.932709,8,0.454545,,0.750000,0.811278,0.750000,0.750000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Jiang et al. (2013),6,0.833228,1.776476,8,0.622739,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Kuang and Ho (2008),8,0.642930,1.390950,8,0.625974,,1.000000,-0.000000,0.125000,0.750000,0.625000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Gupta and Rangan (1998),8,0.501101,1.446822,8,0.576299,,0.875000,0.543564,0.125000,0.125000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Yuan et al. (2018),2,0.618687,0.958445,8,0.616368,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Yanez et al. (1991),1,0.450171,0.841555,8,0.614796,,1.000000,-0.000000,1.000000,0.000000,-1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Terzioglu et al. (2018),4,0.553908,1.498249,8,0.763496,,1.000000,-0.000000,0.000000,0.250000,0.250000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Abdulridha and Palermo (2017),1,0.793386,1.424873,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Christidis and Trezos (2017),4,0.898804,2.293361,8,0.510925,,0.750000,0.811278,0.000000,0.750000,0.750000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Ren et al. (2018),1,0.746421,1.101438,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Qiao et al. (2017),1,0.623750,0.973298,8,0.614796,,1.000000,-0.000000,1.000000,0.000000,-1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Shen et al. (2017),1,0.506577,0.771310,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Mohamed et al. (2014),1,0.653397,1.330928,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Ghazizadeh and Cruz-Noguez (2018),1,0.609429,0.926975,8,0.614796,,1.000000,-0.000000,1.000000,0.000000,-1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Aanasopoulou (2010),5,0.890522,3.775677,8,0.561856,,0.800000,0.721928,0.400000,0.200000,-0.200000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Alltin et al. (2013),1,1.722758,6.068293,8,0.691327,,1.000000,-0.000000,1.000000,1.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Zhu and Guo (2017),1,0.502682,0.894362,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Mansur et al. (1992),3,0.524366,1.027630,8,0.761538,,1.000000,-0.000000,0.000000,1.000000,1.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2017),1,0.681183,1.004886,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2018),1,0.658416,0.967170,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2019),1,0.668349,0.984218,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2020),1,0.706854,0.969263,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2021),1,0.638448,0.976400,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Lu et al. (2022),1,0.673721,0.994421,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tripathi et al. (2019),1,0.454813,0.910302,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2019-110331,10-1016-j-engstruct-2019-110331,Gradient Boosting,classification,Tripathi et al. (2020),1,0.477148,0.930010,8,0.614796,,1.000000,-0.000000,0.000000,0.000000,0.000000
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Singh & Jain,1,0.381399,0.831498,6,0.236694,,,,0.340061,0.115006,-0.225054
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Singh & Jain 2014,31,0.269350,0.617020,6,0.217458,0.043853,,,0.318552,0.345739,0.027187
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Sahoo & Sharma,1,0.698324,1.294104,6,0.035585,,,,0.060260,0.099595,0.039335
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Sahoo & Sharma 2014,3,0.535571,0.881552,6,0.290456,0.004973,,,0.193572,0.148156,-0.045415
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,"Shoaib, Lubell and Bindiganavile",2,0.389255,1.056552,6,0.387682,0.001247,,,0.407552,0.367931,-0.039621
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,"Shoaib, Lubell and Bindiganavile 2015",2,0.393442,0.737490,6,1.027280,0.001607,,,1.097688,1.021105,-0.076583
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Manju et al.,1,0.898318,1.459386,6,0.203978,,,,0.563821,0.566121,0.002300
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Manju et al. 2017,5,0.849739,1.372806,6,0.166372,0.118119,,,0.462870,0.461093,-0.001778
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Arslan et al,1,0.511386,1.110186,6,0.557173,,,,0.492180,0.508302,0.016122
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Arslan et al 2017,8,1.101285,1.823314,6,0.714482,0.003032,,,0.450389,0.474539,0.024150
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Parra-Montesinos et al,1,0.338290,0.725738,6,0.157964,,,,0.029662,0.016534,-0.013129
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Parra-Montesinos et al 2006,9,0.440872,0.617273,6,0.230999,0.023758,,,0.167993,0.160645,-0.007348
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Rosenbusch and Teutsch,1,0.799784,1.459386,6,0.878198,,,,0.606802,0.556265,-0.050537
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Rosenbusch and Teutsch 2003,18,0.361875,0.728797,6,0.113947,0.221106,,,0.406996,0.408995,0.001999
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Sahoo et al,1,0.549467,1.367156,6,0.002434,,,,0.207730,0.234481,0.026750
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Sahoo et al 2016,2,0.359044,0.601408,6,0.384188,0.004345,,,0.434032,0.426172,-0.007860
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Amin and Foster,1,0.567717,1.035738,6,0.839701,,,,0.760227,0.932957,0.172730
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Amin and Foster 2016,1,0.332767,0.517071,6,1.307553,,,,1.265672,1.209503,-0.056169
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Tahenni et al,1,0.697231,1.286122,6,0.710896,,,,0.856575,0.886025,0.029450
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Tahenni et al 2016,8,0.480745,1.304878,6,0.692969,0.000484,,,0.796348,0.746986,-0.049362
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Narayanan and Darwish,2,0.902299,1.610983,6,0.287919,2.241253,,,0.777046,0.772016,-0.005030
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Narayanan and Darwish 1987,27,0.681378,1.982853,6,0.750083,0.011172,,,0.416196,0.674405,0.258209
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Cucchiara et al,1,0.305461,0.540900,6,0.347429,,,,0.430458,0.445882,0.015424
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Cucchiara et al 2004,3,0.777675,1.423172,6,0.248772,0.002116,,,0.428071,0.297389,-0.130682
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kwak et al,1,0.696861,0.946209,6,0.090089,,,,0.341615,0.281714,-0.059901
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kwak et al 2002,3,0.531376,0.937927,6,0.282534,0.064901,,,0.367992,0.254416,-0.113576
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lim and Oh,1,0.424060,0.667497,6,0.601486,,,,0.935907,1.082457,0.146550
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lim and Oh 1999,1,0.620097,2.024973,6,0.493746,,,,0.924061,0.960709,0.036648
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Dinh et al,1,0.412990,0.677897,6,0.148191,,,,0.111696,0.111570,-0.000127
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Dinh et al 2010,20,0.359958,0.581966,6,0.730483,0.382551,,,0.721975,0.911083,0.189109
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lima Araujo et al,1,0.370478,0.620303,6,0.746130,,,,0.217644,0.314015,0.096371
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lima Araujo et al 2014,1,0.928408,2.118974,6,0.949980,,,,0.502808,0.436371,-0.066437
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Casanova et al,1,0.748601,1.390903,6,1.357782,,,,1.701902,1.941306,0.239404
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Casanova et al 1997,2,0.489899,0.659124,6,0.709206,0.841350,,,1.158373,1.279426,0.121053
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Aoude et al,1,0.759925,1.283257,6,0.674136,,,,0.465620,0.496766,0.031146
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Aoude et al 2012,3,0.560276,1.151982,6,0.081188,0.232330,,,0.374227,0.361195,-0.013033
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Minelli & Plizzari,1,0.930798,1.409053,6,0.129422,,,,0.065090,0.000927,-0.064163
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Minelli & Plizzari 2013,8,0.845605,1.442218,6,0.261993,0.219904,,,0.452156,0.443084,-0.009072
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kang et al,2,0.590923,1.122554,6,0.282556,0.053103,,,0.303496,0.304876,0.001381
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kang et al 2011,2,0.465505,0.921591,6,0.616587,0.038769,,,0.628948,0.661210,0.032262
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Casanova & Rossi,1,0.735217,1.632176,6,0.069270,,,,0.864450,0.875230,0.010780
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Casanova & Rossi 1999,1,0.735217,1.632176,6,0.069270,,,,0.846676,0.861458,0.014782
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lim et al,1,0.688605,1.252768,6,0.603958,,,,0.521737,0.486768,-0.034969
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Lim et al 1987,6,0.348090,0.602862,6,0.387827,0.072526,,,0.614844,0.648597,0.033753
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Mansur et al,1,0.779490,1.089880,6,0.490337,,,,0.502554,0.551363,0.048808
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Mansur et al 1986,8,0.506954,0.855233,6,0.583523,0.011250,,,0.514400,0.541791,0.027391
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Zarrinpour and Chao,1,0.325832,0.795677,6,0.189575,,,,0.241427,0.286873,0.045446
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Zarrinpour and Chao 2017,9,0.251215,0.616883,6,2.706559,6.168999,,,2.535479,2.707377,0.171898
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Noghabai,1,1.087085,2.001099,6,1.006791,,,,0.052523,0.032187,-0.020336
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Noghabai 2000,18,0.507267,1.047403,6,1.340228,0.443195,,,0.629526,0.843800,0.214274
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Randl et al,1,1.279612,3.285027,6,0.685978,,,,0.202102,0.473096,0.270994
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Randl et al 2017,5,1.110214,3.885472,6,0.951783,0.160790,,,0.302822,0.288167,-0.014655
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Ashour et al,1,0.943784,2.071480,6,0.689843,,,,0.867528,0.831522,-0.036006
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Ashour et al 1992,17,0.671302,1.951436,6,0.110844,0.489821,,,0.737733,1.214999,0.477266
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Tan et al,1,0.688580,0.946209,6,0.465419,,,,0.318629,0.331566,0.012937
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Tan et al 1993,4,0.485768,0.952074,6,0.435351,0.196609,,,0.322148,0.304440,-0.017708
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Pansuk et al,1,1.092891,3.137075,6,1.280819,,,,0.262372,0.265438,0.003066
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Pansuk et al 2017,1,1.499771,3.137075,6,2.557388,,,,1.074337,0.750476,-0.323861
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kim et al,1,0.654836,1.114084,6,0.229676,,,,0.088460,0.176207,0.087746
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Kim et al 2017,1,0.515647,1.106499,6,0.371848,,,,0.418154,0.478457,0.060303
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,"sharma, 1986",1,0.600828,1.139580,6,0.172197,,,,0.344888,0.243442,-0.101446
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,Narayanan and Darwish 1988,10,0.887626,2.327953,6,1.472447,0.100609,,,1.433035,2.122315,0.689280
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,"Li, Ward, Hamza",1,0.561672,1.767952,6,0.881219,,,,0.310299,0.243058,-0.067241
10-1016-j-engstruct-2020-111743,10-1016-j-engstruct-2020-111743,Ridge,regression,"Li, Ward, Hamza 1992",21,0.458680,1.235977,6,0.792406,0.019457,,,0.454257,0.597692,0.143436
