shape,P,outer_dim_1,outer_dim_2,outer_thickness,length,fy_outer,fc,inner_dim,inner_thickness,fy_inner,steel_area,concrete_area,nominal_capacity,slenderness,strength_index
circular,1106.5,114.0,114.0,3.01,280.0,301.4,48.28527099794228,0.0,0.0,0.0,1049.5429595520127,9157.491571961225,758.5042102224968,37.87375415282392,1.458792166328811
circular,1265.9,114.0,114.0,4.03,280.0,330.74,48.28527099794228,0.0,0.0,0.0,1392.2882047845378,8814.7463267287,886.1078160146495,28.287841191066995,1.4286071933023912
circular,345.0,87.1,87.1,1.9,252.58999999999997,255.0,26.0,0.0,0.0,0.0,508.5610187631155,5449.7914620169195,271.37763779703437,45.8421052631579,1.271291189652216
circular,351.0,87.1,87.1,1.9,252.58999999999997,255.0,26.0,0.0,0.0,0.0,508.5610187631155,5449.7914620169195,271.37763779703437,45.8421052631579,1.2934006016461677
circular,325.0,87.1,87.1,1.9,348.4,255.0,26.0,0.0,0.0,0.0,508.5610187631155,5449.7914620169195,271.37763779703437,45.8421052631579,1.1975931496723773
circular,340.0,87.1,87.1,1.9,348.4,255.0,26.0,0.0,0.0,0.0,508.5610187631155,5449.7914620169195,271.37763779703437,45.8421052631579,1.2528666796572563
circular,1265.1,165.0,165.0,2.0,330.0,242.0,28.751097992513095,0.0,0.0,0.0,1024.1592050702711,20358.305793425257,833.1701724553222,82.5,1.5184172955589565
circular,1364.7,165.0,165.0,3.0,330.0,242.0,28.751097992513095,0.0,0.0,0.0,1526.81402964464,19855.65096885089,940.3607618845724,55.0,1.4512515359158664
circular,1438.4,165.0,165.0,4.0,330.0,242.0,28.751097992513095,0.0,0.0,0.0,2023.185668911825,19359.279329583704,1046.2114689459559,41.25,1.3748654480428981
circular,977.24,114.0,114.0,4.0,280.0,330.74,29.22718829274013,0.0,0.0,0.0,1382.3007675795088,8824.73376393373,715.1043112210392,28.5,1.3665698621385245
circular,981.39,114.0,114.0,4.0,280.0,330.74,35.92020236320043,0.0,0.0,0.0,1382.3007675795088,8824.73376393373,774.1683784711138,28.5,1.2676699633975275
circular,1130.38,114.0,114.0,4.0,280.0,330.74,42.68287189751127,0.0,0.0,0.0,1382.3007675795088,8824.73376393373,833.8471366448726,28.5,1.3556201734388373
circular,2645.0,250.0,250.0,4.0,800.0,276.0,25.51334433716892,0.0,0.0,0.0,3091.327171132354,45996.05804120816,2026.719566190281,62.5,1.305064619754932
circular,3611.0,300.0,300.0,4.0,800.0,276.0,25.51334433716892,0.0,0.0,0.0,3719.6457018503133,66966.18900392004,2735.1536527156336,75.0,1.32021833450372
rectangular,497.3670000000001,100.0,100.0,2.29,300.0,194.238,31.9806,0.0,0.0,0.0,895.0236000000004,9104.9764,465.0302022746401,43.66812227074236,1.06953698397908
rectangular,498.348,100.0,100.0,2.29,300.0,194.238,31.9806,0.0,0.0,0.0,895.0236000000004,9104.9764,465.0302022746401,43.66812227074236,1.0716465243814055
rectangular,510.12,100.0,100.0,2.2,300.0,339.426,21.3858,0.0,0.0,0.0,860.6400000000012,9139.359999999999,487.5761177280004,45.45454545454545,1.0462366417310374
rectangular,528.759,100.0,100.0,2.99,300.0,288.414,20.601,0.0,0.0,0.0,1160.2396000000008,8839.7604,516.7372479948002,33.4448160535117,1.023264728934967
rectangular,527.778,100.0,100.0,2.99,300.0,288.414,20.601,0.0,0.0,0.0,1160.2396000000008,8839.7604,516.7372479948002,33.4448160535117,1.0213662786029911
rectangular,667.08,100.0,100.0,4.25,300.0,284.49,19.8162,0.0,0.0,0.0,1627.75,8372.25,628.98477795,23.529411764705884,1.0605662066642707
rectangular,666.099,100.0,100.0,4.25,300.0,284.49,19.8162,0.0,0.0,0.0,1627.75,8372.25,628.98477795,23.529411764705884,1.0590065504779997
rectangular,558.189,150.0,150.0,0.7000000000000001,480.0,245.25,22.563,0.0,0.0,0.0,418.0400000000009,22081.96,600.7595734800001,214.28571428571428,0.9291387514086493
rectangular,795.591,200.0,150.0,0.7000000000000001,480.0,245.25,22.563,0.0,0.0,0.0,488.0400000000009,29511.96,785.5701634800001,285.71428571428567,1.0127561317700873
rectangular,747.522,150.0,150.0,0.7000000000000001,480.0,245.25,33.7464,0.0,0.0,0.0,418.0400000000009,22081.96,847.7109649440001,214.28571428571428,0.8818123522200535
rectangular,1173.276,200.0,150.0,1.4,480.0,245.25,33.7464,0.0,0.0,0.0,972.1600000000035,29027.839999999997,1218.0073397760007,142.85714285714286,0.9632749833968759
rectangular,850.0,120.0,80.0,5.0,200.0,357.5,35.7,0.0,0.0,0.0,1900.0,7700.0,954.14,24.0,0.8908545915693714
rectangular,900.0,120.0,80.0,5.0,200.0,341.0,38.8,0.0,0.0,0.0,1900.0,7700.0,946.66,24.0,0.9507109204994402
rectangular,920.0,120.0,80.0,5.0,200.0,341.0,40.5,0.0,0.0,0.0,1900.0,7700.0,959.75,24.0,0.9585829643136233
rectangular,950.0,120.0,80.0,5.0,200.0,362.6,39.1,0.0,0.0,0.0,1900.0,7700.0,990.01,24.0,0.9595862668053858
rectangular,955.0,120.0,80.0,5.0,200.0,362.6,36.0,0.0,0.0,0.0,1900.0,7700.0,966.14,24.0,0.9884695799780571
rectangular,1370.0,150.0,100.0,5.0,100.0,346.7,38.5,0.0,0.0,0.0,2400.0,12600.0,1317.18,30.0,1.0401008214518896
rectangular,1210.0,150.0,100.0,5.0,200.0,346.7,38.5,0.0,0.0,0.0,2400.0,12600.0,1317.18,30.0,0.9186291926691872
rectangular,1340.0,150.0,100.0,5.0,100.0,346.7,38.3,0.0,0.0,0.0,2400.0,12600.0,1314.66,30.0,1.0192749456133143
rectangular,1200.0,150.0,100.0,5.0,200.0,346.7,38.3,0.0,0.0,0.0,2400.0,12600.0,1314.66,30.0,0.9127835333850577
rectangular,1300.0,150.0,100.0,5.0,100.0,340.0,38.7,0.0,0.0,0.0,2400.0,12600.0,1303.62,30.0,0.9972231171660454
rectangular,1190.0,150.0,100.0,5.0,200.0,340.0,38.7,0.0,0.0,0.0,2400.0,12600.0,1303.62,30.0,0.9128426995596877
rectangular,1320.0,150.0,100.0,5.0,100.0,340.0,39.6,0.0,0.0,0.0,2400.0,12600.0,1314.96,30.0,1.003832816207337
rectangular,1200.0,150.0,100.0,5.0,200.0,340.0,39.6,0.0,0.0,0.0,2400.0,12600.0,1314.96,30.0,0.9125752874612155
rectangular,4870.0,250.0,250.0,8.0,500.0,379.0,33.0,0.0,0.0,0.0,7744.0,54756.0,4741.924,31.25,1.027009289900049
rectangular,8300.0,250.0,250.0,8.0,500.0,379.0,91.0,0.0,0.0,0.0,7744.0,54756.0,7917.772,31.25,1.0482746914157164
rectangular,14116.0,305.0,305.0,8.9,1200.0,600.0,110.0,0.0,0.0,0.0,10541.160000000003,82483.84,15397.918400000002,34.26966292134831,0.9167472922833516
rectangular,12307.0,305.0,305.0,6.1,1200.0,660.0,110.0,0.0,0.0,0.0,7293.159999999989,85731.84000000001,14243.987999999992,50.0,0.8640136456166635
rectangular,11390.0,305.0,305.0,8.6,1200.0,269.0,110.0,0.0,0.0,0.0,10196.159999999989,82828.84000000001,11853.939439999998,35.46511627906977,0.9608620035264834
rectangular,11568.0,305.0,305.0,5.8,1200.0,471.0,110.0,0.0,0.0,0.0,6941.440000000017,86083.55999999998,12738.609840000005,52.58620689655172,0.9081053698399476
rectangular,2230.0,200.3,200.3,4.35,600.9000000000001,322.0,29.6,0.0,0.0,0.0,3409.5299999999916,36710.56000000001,2184.501235999998,46.04597701149426,1.0208279872998902
rectangular,5102.0,300.5,300.5,6.1,901.5,395.0,26.5,0.0,0.0,0.0,7183.360000000001,83116.89,5040.0247850000005,49.26229508196722,1.0122966091723296
rectangular,851.0,100.1,100.1,2.18,300.3,300.0,53.7,0.0,0.0,0.0,853.8624,9166.147599999998,748.3808461199999,45.917431192660544,1.1371215663950138
rectangular,3201.0,200.1,200.1,4.35,600.3,322.0,57.9,0.0,0.0,0.0,3406.0499999999956,36633.96,3217.854383999999,46.0,0.9947622291164563
rectangular,6496.0,300.7,300.7,6.1,902.0999999999999,395.0,52.2,0.0,0.0,0.0,7188.239999999991,83232.25,7184.078249999996,49.295081967213115,0.9042217768159755
rectangular,911.0,100.1,100.1,2.18,300.3,300.0,61.0,0.0,0.0,0.0,853.8624,9166.147599999998,815.2937235999999,45.917431192660544,1.1173887074432522
rectangular,3417.0,200.3,200.3,4.35,600.9000000000001,322.0,63.7,0.0,0.0,0.0,3409.5299999999916,36710.56000000001,3436.331331999998,46.04597701149426,0.9943744272212695
rectangular,882.0,120.0,120.0,3.84,360.0,330.0,21.53372990323617,0.0,0.0,0.0,1784.2176000000018,12615.782399999998,860.4566587196011,31.25,1.025037102173695
rectangular,882.0,120.0,120.0,3.84,360.0,330.0,24.9895921100978,0.0,0.0,0.0,1784.2176000000018,12615.782399999998,904.0550643257511,31.25,0.9756042909375217
rectangular,921.0,120.0,120.0,3.84,360.0,330.0,24.9895921100978,0.0,0.0,0.0,1784.2176000000018,12615.782399999998,904.0550643257511,31.25,1.0187432561830583
rectangular,1080.0,120.0,120.0,3.84,360.0,330.0,41.39001724151024,0.0,0.0,0.0,1784.2176000000018,12615.782399999998,1110.959259051142,31.25,0.9721328583393922
rectangular,1078.0,120.0,120.0,3.84,360.0,330.0,44.46758439151223,0.0,0.0,0.0,1784.2176000000018,12615.782399999998,1149.785176536955,31.25,0.9375664445830088
rectangular,941.0,140.0,140.0,3.84,420.0,330.0,11.79506854842544,0.0,0.0,0.0,2091.4176000000007,17508.5824,896.6827375937554,36.458333333333336,1.0494235703981207
rectangular,922.0,140.0,140.0,3.84,420.0,330.0,12.4847286037014,0.0,0.0,0.0,2091.4176000000007,17508.5824,908.7577074995431,36.458333333333336,1.014571862655111
rectangular,1499.0,140.0,140.0,3.84,420.0,330.0,46.38278346118148,0.0,0.0,0.0,2091.4176000000007,17508.5824,1502.2645941714532,36.458333333333336,0.9978268847018567
rectangular,1470.0,140.0,140.0,3.84,420.0,330.0,46.38278346118148,0.0,0.0,0.0,2091.4176000000007,17508.5824,1502.2645941714532,36.458333333333336,0.9785226954714671
rectangular,1176.0,120.0,120.0,5.86,360.0,321.0,23.87384014012435,0.0,0.0,0.0,2675.4416,11724.5584,1138.726986555152,20.477815699658702,1.0327321771459947
rectangular,1117.0,120.0,120.0,5.86,360.0,321.0,23.87384014012435,0.0,0.0,0.0,2675.4416,11724.5584,1138.726986555152,20.477815699658702,0.9809199335646905
rectangular,1196.0,120.0,120.0,5.86,360.0,321.0,20.18038398440678,0.0,0.0,0.0,2675.4416,11724.5584,1095.422844159602,20.477815699658702,1.0918158283594679
rectangular,1460.0,120.0,120.0,5.86,360.0,321.0,44.46758439151223,0.0,0.0,0.0,2675.4416,11724.5584,1380.1795437052137,20.477815699658702,1.0578333859959272
rectangular,1372.0,120.0,120.0,5.86,360.0,321.0,44.46758439151223,0.0,0.0,0.0,2675.4416,11724.5584,1380.1795437052137,20.477815699658702,0.9940735654701452
rectangular,1343.0,140.0,140.0,5.86,420.0,321.0,12.06052626151454,0.0,0.0,0.0,3144.241600000001,16455.7584,1207.7666599363388,23.890784982935152,1.1119697575281549
rectangular,1292.0,140.0,140.0,5.86,420.0,321.0,13.74846844609584,0.0,0.0,0.0,3144.241600000001,16455.7584,1235.5430287189768,23.890784982935152,1.0456940551391063
rectangular,2009.0,140.0,140.0,5.86,420.0,321.0,46.38278346118148,0.0,0.0,0.0,3144.241600000001,16455.7584,1772.5654321567185,23.890784982935152,1.1333855233516579
rectangular,1906.0,140.0,140.0,5.86,420.0,321.0,46.38278346118148,0.0,0.0,0.0,3144.241600000001,16455.7584,1772.5654321567185,23.890784982935152,1.0752776543097362
rectangular,2058.0,200.0,200.0,5.86,600.0,321.0,13.16959388355324,0.0,0.0,0.0,4550.641600000003,35449.3584,1927.6096071605275,34.129692832764505,1.0676435686744394
rectangular,1960.0,200.0,200.0,5.86,600.0,321.0,13.16959388355324,0.0,0.0,0.0,4550.641600000003,35449.3584,1927.6096071605275,34.129692832764505,1.0168033987375615
rectangular,1310.0,101.3,101.3,4.97,303.9,347.3,54.27381616370749,0.0,0.0,0.0,1915.040399999998,8346.6496,1118.098056893282,20.382293762575454,1.1716324806430052
rectangular,1340.0,103.6,103.6,4.9,310.8,347.3,54.27381616370749,0.0,0.0,0.0,1934.5200000000004,8798.439999999999,1149.3837110874106,21.14285714285714,1.1658421700897874
rectangular,2160.0,142.0,142.0,5.11,426.0,347.3,54.27381616370749,0.0,0.0,0.0,2798.0315999999984,17365.9684,1914.273751126353,27.788649706457925,1.1283652605741799
rectangular,2250.0,142.0,142.0,5.08,426.0,347.3,54.27381616370749,0.0,0.0,0.0,2782.2144000000008,17381.7856,1909.6388973713783,27.95275590551181,1.178233226761944
rectangular,1360.0,142.1,142.1,3.02,426.3,255.1,46.64676865828491,0.0,0.0,0.0,1680.0864000000001,18512.3236,1292.130116936508,47.05298013245033,1.0525255794086772
rectangular,1400.0,142.1,142.1,3.02,426.3,255.1,46.64676865828491,0.0,0.0,0.0,1680.0864000000001,18512.3236,1292.130116936508,47.05298013245033,1.0834822140971676
rectangular,1328.0,142.1,142.1,2.01,426.3,305.1,46.64676865828491,0.0,0.0,0.0,1126.3236000000034,19066.086399999997,1233.012651879673,70.69651741293532,1.077036799237642
rectangular,1364.0,142.1,142.1,2.01,426.3,305.1,46.64676865828491,0.0,0.0,0.0,1126.3236000000034,19066.086399999997,1233.012651879673,70.69651741293532,1.1062335799398673
rectangular,1280.0,140.9,140.9,2.02,422.7,305.1,46.64676865828491,0.0,0.0,0.0,1122.1503999999986,18730.659600000003,1216.092832218283,69.75247524752476,1.0525512247820288
rectangular,1500.0,103.5,103.5,5.01,310.5,347.3,67.1444928642016,0.0,0.0,0.0,1973.739599999999,8738.510400000001,1272.2226122765512,20.65868263473054,1.1790389398250496
rectangular,1330.0,102.1,102.1,4.97,306.3,347.3,67.1444928642016,0.0,0.0,0.0,1930.9443999999985,8493.4656,1240.906430491541,20.543259557344065,1.071797169648938
rectangular,1440.0,101.9,101.9,5.03,305.7,347.3,67.1444928642016,0.0,0.0,0.0,1949.0244000000002,8434.5856,1243.2321467516977,20.25844930417495,1.1582712076440551
rectangular,2520.0,142.3,142.3,5.09,426.9,347.3,67.1444928642016,0.0,0.0,0.0,2793.595600000004,17455.6944,2142.2694999604855,27.95677799607073,1.1763225868857685
rectangular,1855.0,142.3,142.3,2.01,426.9,305.1,67.1444928642016,0.0,0.0,0.0,1127.9316000000035,19121.3584,1628.0258438026424,70.79601990049753,1.1394168016812345
rectangular,1920.0,141.5,141.5,3.08,424.5,255.1,67.1444928642016,0.0,0.0,0.0,1705.3343999999997,18316.9156,1664.910814238383,45.94155844155844,1.1532149251359798
rectangular,1580.0,130.3,101.6,5.03,390.9,347.3,54.27381616370749,0.0,0.0,0.0,2231.7104,11006.7696,1372.452411746684,25.904572564612327,1.1512238868735534
rectangular,1600.0,130.3,102.3,5.14,390.9,347.3,54.27381616370749,0.0,0.0,0.0,2285.4496,11044.2404,1393.1497192173913,25.350194552529185,1.1484767056471201
rectangular,1640.0,130.3,102.3,5.14,390.9,347.3,54.27381616370749,0.0,0.0,0.0,2285.4496,11044.2404,1393.1497192173913,25.350194552529185,1.1771886232882982
rectangular,1580.0,161.0,126.2,2.98,483.0,255.1,54.27381616370749,0.0,0.0,0.0,1676.1903999999995,18642.0096,1439.3691729924699,54.02684563758389,1.0977030977502156
rectangular,1560.0,160.3,126.0,2.92,480.9,255.1,54.27381616370749,0.0,0.0,0.0,1637.886400000003,18559.9136,1425.1421593806954,54.897260273972606,1.0946276409912032
rectangular,2510.0,167.4,136.1,5.13,502.2,347.3,54.27381616370749,0.0,0.0,0.0,3008.6424000000006,19774.4976,2118.1389529920752,32.631578947368425,1.1850025214136133
rectangular,2470.0,170.8,135.3,5.07,512.4000000000001,347.3,54.27381616370749,0.0,0.0,0.0,3001.0344000000005,20108.205600000005,2133.608301236434,33.68836291913215,1.1576632873843928
rectangular,1820.0,130.0,120.4,5.03,390.0,347.3,67.1444928642016,0.0,0.0,0.0,2417.8204000000005,13234.1796,1728.3113026357623,25.84493041749503,1.0530510315036463
rectangular,1725.0,132.3,102.7,4.98,396.9,347.3,67.1444928642016,0.0,0.0,0.0,2241.3984,11345.8116,1540.2464303347756,26.566265060240966,1.119950655964233
rectangular,1800.0,157.1,122.5,2.01,471.3,305.1,67.1444928642016,0.0,0.0,0.0,1107.8316000000013,18136.9184,1555.793609247407,78.1592039800995,1.156965801441185
rectangular,1855.0,160.4,125.1,2.85,481.2,255.1,67.1444928642016,0.0,0.0,0.0,1594.8600000000006,18471.18,1647.0867997033833,56.280701754385966,1.1262308703670376
rectangular,2600.0,167.9,137.1,5.1,503.7,347.3,67.1444928642016,0.0,0.0,0.0,3006.959999999999,20012.13,2388.0215279824743,32.92156862745098,1.0887674041182602
rectangular,2700.0,172.7,133.2,5.08,518.0999999999999,347.3,67.1444928642016,0.0,0.0,0.0,3004.718399999998,19998.921599999998,2386.3561489829262,33.99606299212598,1.1314321213749883
rectangular,1400.0,160.2,122.7,2.03,480.6,305.1,54.27381616370749,0.0,0.0,0.0,1132.090400000001,18524.4496,1350.793353164265,78.91625615763547,1.0364279604429998
rectangular,1320.0,161.5,124.3,2.0,484.5,305.1,54.27381616370749,0.0,0.0,0.0,1127.2000000000007,18947.25,1372.248283307807,80.75,0.9619250510688471
rectangular,760.0,100.0,100.0,2.86,300.0,228.0,50.77027165701234,0.0,0.0,0.0,1111.2816000000003,8888.7184,704.6548526506841,34.96503496503497,1.078542207069355
rectangular,800.0,100.0,100.0,2.86,300.0,228.0,50.77027165701234,0.0,0.0,0.0,1111.2816000000003,8888.7184,704.6548526506841,34.96503496503497,1.1353075863887947
rectangular,992.0,120.0,120.0,2.86,360.0,228.0,50.77027165701234,0.0,0.0,0.0,1340.0815999999995,13059.9184,968.5942097864139,41.95804195804196,1.024164701767882
rectangular,1050.0,120.0,120.0,2.86,360.0,228.0,50.77027165701234,0.0,0.0,0.0,1340.0815999999995,13059.9184,968.5942097864139,41.95804195804196,1.0840452992502785
rectangular,844.0,110.0,100.0,2.86,330.0,228.0,50.77027165701234,0.0,0.0,0.0,1168.4815999999992,9831.5184,765.5626647689152,38.46153846153846,1.1024571061792323
rectangular,860.0,110.0,100.0,2.86,330.0,228.0,50.77027165701234,0.0,0.0,0.0,1168.4815999999992,9831.5184,765.5626647689152,38.46153846153846,1.1233567669598814
rectangular,1420.0,150.0,135.0,2.86,450.0,228.0,50.77027165701234,0.0,0.0,0.0,1597.4815999999992,18652.5184,1311.2192310554208,52.44755244755245,1.0829615417225233
rectangular,1340.0,150.0,135.0,2.86,450.0,228.0,50.77027165701234,0.0,0.0,0.0,1597.4815999999992,18652.5184,1311.2192310554208,52.44755244755245,1.021949623879001
rectangular,554.0,90.0,70.0,2.86,270.0,228.0,50.77027165701234,0.0,0.0,0.0,882.4816000000001,5417.5184,476.2546856748628,31.46853146853147,1.1632431483901737
rectangular,640.0,100.0,75.0,2.86,300.0,228.0,50.77027165701234,0.0,0.0,0.0,968.2816000000003,6531.7184,552.385322355106,34.96503496503497,1.158611523693908
rectangular,800.0,120.0,90.0,2.86,360.0,228.0,50.77027165701234,0.0,0.0,0.0,1168.4815999999992,9631.5184,755.4086104375126,41.95804195804196,1.059029496018931
rectangular,760.0,120.0,90.0,2.86,360.0,228.0,50.77027165701234,0.0,0.0,0.0,1168.4815999999992,9631.5184,755.4086104375126,41.95804195804196,1.0060780212179845
rectangular,1044.0,140.0,105.0,2.86,420.0,228.0,50.77027165701234,0.0,0.0,0.0,1368.6816,13331.3184,988.8940615141271,48.95104895104895,1.055724814851753
rectangular,1086.0,140.0,105.0,2.86,420.0,228.0,50.77027165701234,0.0,0.0,0.0,1368.6816,13331.3184,988.8940615141271,48.95104895104895,1.0981965028055594
rectangular,1251.0,150.0,115.0,2.86,450.0,228.0,50.77027165701234,0.0,0.0,0.0,1483.0815999999995,15766.9184,1138.6333351619462,52.44755244755245,1.0986855569462772
rectangular,1218.0,150.0,115.0,2.86,450.0,228.0,50.77027165701234,0.0,0.0,0.0,1483.0815999999995,15766.9184,1138.6333351619462,52.44755244755245,1.069703443933306
rectangular,1820.0,160.0,120.0,7.6,480.0,194.0,50.77027165701234,0.0,0.0,0.0,4024.959999999999,15175.04,1551.2831432060282,21.05263157894737,1.1732223146824223
rectangular,1770.0,160.0,120.0,7.6,480.0,194.0,50.77027165701234,0.0,0.0,0.0,4024.959999999999,15175.04,1551.2831432060282,21.05263157894737,1.1409909324109273
rectangular,1490.0,100.3,98.2,4.18,300.0,550.0,61.70612495847943,0.0,0.0,0.0,1589.5703999999987,8259.8896,1383.9494998008438,23.995215311004785,1.0766288800381931
rectangular,1535.0,101.5,100.6,4.18,300.0,550.0,61.70612495847943,0.0,0.0,0.0,1619.6664,8591.2336,1420.9482540690872,24.282296650717704,1.0802645315227415
rectangular,1740.0,101.2,101.1,4.18,300.0,550.0,72.61066994822788,0.0,0.0,0.0,1621.3384000000005,8609.9816,1516.9126522179154,24.210526315789476,1.1470667064816837
rectangular,1775.0,100.7,100.4,4.18,300.0,550.0,72.61066994822788,0.0,0.0,0.0,1611.3063999999995,8498.973600000001,1503.3346869683019,24.090909090909093,1.1807084712317466
rectangular,3590.0,182.8,181.2,4.18,540.0,550.0,61.70612495847943,0.0,0.0,0.0,2973.150400000006,30150.209599999995,3495.685321101949,43.73205741626795,1.0269803115082223
rectangular,4210.0,181.8,180.4,4.18,540.0,550.0,72.61066994822788,0.0,0.0,0.0,2958.1023999999998,29838.6176,3793.5583342649834,43.492822966507184,1.10977600159026
rectangular,1153.0,148.0,148.0,4.38,444.0,262.0,25.4,0.0,0.0,0.0,2516.2223999999987,19387.7776,1151.6998198399997,33.789954337899545,1.0011289227779692
rectangular,1414.0,148.0,148.0,4.38,444.0,262.0,40.5,0.0,0.0,0.0,2516.2223999999987,19387.7776,1444.4552615999999,33.789954337899545,0.9789157460188382
rectangular,1402.0,148.0,148.0,4.38,444.0,262.0,40.5,0.0,0.0,0.0,2516.2223999999987,19387.7776,1444.4552615999999,33.789954337899545,0.9706081159253261
rectangular,2108.0,148.0,148.0,4.38,444.0,262.0,77.0,0.0,0.0,0.0,2516.2223999999987,19387.7776,2152.109144,33.789954337899545,0.9795042253674844
rectangular,2424.0,215.0,215.0,4.38,645.0,262.0,41.1,0.0,0.0,0.0,3690.0623999999953,42534.937600000005,2714.982284159999,49.08675799086758,0.8928235053842986
rectangular,3837.0,215.0,215.0,4.38,645.0,262.0,80.3,0.0,0.0,0.0,3690.0623999999953,42534.937600000005,4382.35183808,49.08675799086758,0.875557267369265
rectangular,4950.0,323.0,323.0,4.38,969.0,262.0,41.1,0.0,0.0,0.0,5582.222399999999,98746.7776,5521.03482816,73.74429223744292,0.8965710512733155
rectangular,2572.0,144.0,144.0,6.36,432.0,618.0,25.4,0.0,0.0,0.0,3501.561600000001,17234.4384,2601.7198041600004,22.641509433962263,0.9885768620769692
rectangular,2808.0,144.0,144.0,6.36,432.0,618.0,40.5,0.0,0.0,0.0,3501.561600000001,17234.4384,2861.9598240000005,22.641509433962263,0.9811458485379492
rectangular,2765.0,144.0,144.0,6.36,432.0,618.0,40.5,0.0,0.0,0.0,3501.561600000001,17234.4384,2861.9598240000005,22.641509433962263,0.966121179204925
rectangular,3399.0,144.0,144.0,6.36,432.0,618.0,77.0,0.0,0.0,0.0,3501.561600000001,17234.4384,3491.0168256,22.641509433962263,0.9736418269527575
rectangular,3920.0,211.0,211.0,6.36,633.0,618.0,25.4,0.0,0.0,0.0,5206.041599999997,39314.9584,4215.933652159998,33.17610062893082,0.9298059038456692
rectangular,4428.0,211.0,211.0,6.36,633.0,618.0,40.5,0.0,0.0,0.0,5206.041599999997,39314.9584,4809.589523999998,33.17610062893082,0.9206606879660199
rectangular,4484.0,211.0,211.0,6.36,633.0,618.0,40.5,0.0,0.0,0.0,5206.041599999997,39314.9584,4809.589523999998,33.17610062893082,0.9323040932338827
rectangular,5758.0,211.0,211.0,6.36,633.0,618.0,77.0,0.0,0.0,0.0,5206.041599999997,39314.9584,6244.585505599998,33.17610062893082,0.9220788144923887
rectangular,7780.0,319.0,319.0,6.36,957.0,618.0,41.1,0.0,0.0,0.0,7953.5616000000155,93807.43839999998,8770.78678704001,50.15723270440251,0.8870355863052073
rectangular,2819.0,120.0,120.0,6.47,360.0,835.0,25.4,0.0,0.0,0.0,2938.1564,11461.8436,2744.49142144,18.547140649149924,1.0271484100762487
rectangular,2957.0,120.0,120.0,6.47,360.0,835.0,40.5,0.0,0.0,0.0,2938.1564,11461.8436,2917.5652598,18.547140649149924,1.013516318124347
rectangular,2961.0,120.0,120.0,6.47,360.0,835.0,40.5,0.0,0.0,0.0,2938.1564,11461.8436,2917.5652598,18.547140649149924,1.0148873243037508
rectangular,3318.0,119.0,119.0,6.47,357.0,835.0,77.0,0.0,0.0,0.0,2912.276399999999,11248.723600000001,3297.9025111999986,18.39258114374034,1.0060940214975271
rectangular,4210.0,175.0,175.0,6.47,525.0,835.0,25.4,0.0,0.0,0.0,4361.556399999998,26263.443600000002,4308.991061439999,27.047913446676972,0.9770268584853092
rectangular,4493.0,175.0,175.0,6.47,525.0,835.0,40.5,0.0,0.0,0.0,4361.556399999998,26263.443600000002,4705.569059799998,27.047913446676972,0.9548260673473076
rectangular,4542.0,175.0,175.0,6.47,525.0,835.0,40.5,0.0,0.0,0.0,4361.556399999998,26263.443600000002,4705.569059799998,27.047913446676972,0.9652392606034879
rectangular,5366.0,175.0,175.0,6.47,525.0,835.0,77.0,0.0,0.0,0.0,4361.556399999998,26263.443600000002,5664.184751199998,27.047913446676972,0.9473561043119533
rectangular,6546.0,265.0,265.0,6.47,795.0,835.0,25.4,0.0,0.0,0.0,6690.756399999998,63534.2436,7200.551381439998,40.958268933539415,0.9090970473279092
rectangular,7172.0,265.0,265.0,6.47,795.0,835.0,41.1,0.0,0.0,0.0,6690.756399999998,63534.2436,8198.03900596,40.958268933539415,0.8748433612948089
rectangular,3183.0,210.0,210.0,5.48,630.0,294.0,39.1,0.0,0.0,0.0,4483.078400000006,39616.921599999994,2867.0466841600014,38.32116788321168,1.1102016641673793
rectangular,4773.0,211.0,211.0,5.48,633.0,294.0,91.1,0.0,0.0,0.0,4504.998400000004,40016.001599999996,4969.927275360001,38.503649635036496,0.9603762259588122
rectangular,2713.0,210.0,210.0,4.5,630.0,277.0,39.1,0.0,0.0,0.0,3699.0,40401.0,2604.3021,46.666666666666664,1.0417378229660836
rectangular,4371.0,211.0,211.0,4.5,633.0,277.0,91.1,0.0,0.0,0.0,3717.0,40804.0,4746.8534,46.888888888888886,0.9208205165973737
rectangular,5898.0,211.0,211.0,8.83,633.0,536.0,39.1,0.0,0.0,0.0,7140.644399999997,37380.3556,5288.957302359998,23.89580973952435,1.1151536423574908
rectangular,7008.0,211.0,211.0,8.83,633.0,536.0,91.1,0.0,0.0,0.0,7140.644399999997,37380.3556,7232.7357935599985,23.89580973952435,0.9689279686173381
rectangular,4026.0,204.0,204.0,5.95,612.0,540.0,39.1,0.0,0.0,0.0,4713.590000000004,36902.409999999996,3988.2228310000023,34.285714285714285,1.00947218111946
rectangular,5303.0,204.0,204.0,5.95,612.0,540.0,91.1,0.0,0.0,0.0,4713.590000000004,36902.409999999996,5907.148151000001,34.285714285714285,0.8977259185724457
rectangular,6803.0,180.0,180.0,9.45,540.0,825.0,39.1,0.0,0.0,0.0,6446.790000000001,25953.21,6333.372261,19.047619047619047,1.0741512924941898
rectangular,7402.0,180.0,180.0,9.45,540.0,825.0,91.1,0.0,0.0,0.0,6446.790000000001,25953.21,7682.939181000001,19.047619047619047,0.9634333717368522
